,이름,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,구우편번호,신우편번호,경도,위도
0,손가네빈대떡 ,손가네빈대떡,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 409-51,서울특별시 서대문구 증가로10길,서울특별시 서대문구 증가로10길 63,120100,3662.0,126.925257189346,37.5796796954176
1,ZINO본점 본점,ZINO본점,본점,음식,양식,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 84-1,서울특별시 서대문구 연대동문길,서울특별시 서대문구 연대동문길 45,120160,3721.0,126.944391047112,37.5644085632472
2,플라토어학학원 ,플라토어학학원,,음식,닭/오리요리,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 426,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 286,120100,3653.0,126.936435522898,37.582583166292
3,에브리키친 ,에브리키친,,음식,한식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 82,서울특별시 서대문구 통일로25길,서울특별시 서대문구 통일로25길 30,120782,3730.0,126.94721576252,37.5832654824073
4,참숯돼지천국 ,참숯돼지천국,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-43,서울특별시 서대문구 홍은중앙로,서울특별시 서대문구 홍은중앙로 118,120100,3605.0,126.949231520128,37.6009527502764
5,룰루랄라 ,룰루랄라,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 343-11,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 261,120130,3678.0,126.910988113755,37.5838378367067
6,행복한집 ,행복한집,,음식,분식,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 3-159,서울특별시 서대문구 북아현로14길,서울특별시 서대문구 북아현로14길 6,120818,3750.0,126.955883549154,37.5625374861787
7,풍전에프앤비서울간호대식당 ,풍전에프앤비서울간호대식당,,음식,기타음식업,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 287-89,서울특별시 서대문구 간호대로,서울특별시 서대문구 간호대로 38,120742,3617.0,126.94773912769,37.5975605745828
8,가이오국수 ,가이오국수,,음식,분식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 315-21,서울특별시 서대문구 통일로37길,서울특별시 서대문구 통일로37길 15,120090,3646.0,126.944291071767,37.5875282924699
9,전생에밀가루 ,전생에밀가루,,음식,한식,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로2가 35,서울특별시 서대문구 충정로11길,서울특별시 서대문구 충정로11길 20,120012,3735.0,126.96524783861,37.5655573258124
10,울랄라포장마차 ,울랄라포장마차,,음식,유흥주점,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 343-8,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 37-4,120120,3665.0,126.92368094351,37.5790706499001
11,감자바우곤드레밥 ,감자바우곤드레밥,,음식,한식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 291-58,서울특별시 서대문구 수색로2길,서울특별시 서대문구 수색로2길 7,120120,3712.0,126.915967275966,37.5691787742041
12,코피티암 이대점,코피티암,이대점,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 54-24,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 12,120808,3767.0,126.945983366914,37.5574397310682
13,기꾸초밥 ,기꾸초밥,,음식,일식/수산물,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 72-23,서울특별시 서대문구 연세로5다길,서울특별시 서대문구 연세로5다길 35,120834,3787.0,126.933530844006,37.5568233226361
14,향꽃민속주점 꽃민속주점,향꽃민속주점,꽃민속주점,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 53-21,서울특별시 서대문구 연세로7안길,서울특별시 서대문구 연세로7안길 39,120834,3787.0,126.934530866859,37.5581298484677
15,신촌형제갈비 ,신촌형제갈비,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 31-26,서울특별시 서대문구 명물1길,서울특별시 서대문구 명물1길 2,120834,3776.0,126.937307967352,37.5578395139952
16,맛깔참죽 명지전문대점,맛깔참죽,명지전문대점,음식,별식/퓨전요리,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 355,서울특별시 서대문구 가좌로,서울특별시 서대문구 가좌로 123,120100,3675.0,126.925041662566,37.5828583874523
17,최고집바지락생칼국수 ,최고집바지락생칼국수,,음식,분식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 307-5,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 59,120130,3681.0,126.910000161708,37.5786027195146
18,연희정식당 ,연희정식당,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 132-43,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 25,120825,3703.0,126.930198999485,37.5674164236288
19,두리휴게음식점 ,두리휴게음식점,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 222,서울특별시 서대문구 충정로,서울특별시 서대문구 충정로 50,120708,3740.0,126.965103393043,37.5629069996322
20,맥도날드명지대점 명지대점,맥도날드명지대점,명지대점,음식,패스트푸드,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 324-3,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 25,120120,3665.0,126.924721519364,37.5799271069096
21,추억의포차 ,추억의포차,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 300-1,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 80-4,120130,3683.0,126.911703728139,37.57978978308
22,BBQ치킨신촌역점 신촌역점,BBQ치킨신촌역점,신촌역점,음식,닭/오리요리,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 125-17,서울특별시 서대문구 봉원사길,서울특별시 서대문구 봉원사길 8,120160,3721.0,126.946696284315,37.567096229216
23,송마칡냉면 ,송마칡냉면,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 42-1,서울특별시 서대문구 세검정로1길,서울특별시 서대문구 세검정로1길 65,120101,3616.0,126.944930170603,37.5935889650055
24,지지 ,지지,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 13-24,서울특별시 서대문구 연세로4길,서울특별시 서대문구 연세로4길 25,120833,3777.0,126.938026039494,37.5574855592638
25,초가집삼겹살좋아 ,초가집삼겹살좋아,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 187-59,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 90-1,120830,3725.0,126.930523912831,37.5660678107528
26,전통남원추어탕 ,전통남원추어탕,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 292-11,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 104,120130,3682.0,126.913000007894,37.5817389514143
27,연희동예비군3동대 ,연희동예비군3동대,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 77-9,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 189,120827,3697.0,126.935200877283,37.5738770327582
28,강수사 ,강수사,,음식,일식/수산물,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 81-11,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 161,120824,3699.0,126.934496192798,37.5716901640792
29,느티나무 ,느티나무,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 415-99,서울특별시 서대문구 모래내로,서울특별시 서대문구 모래내로 275,120100,3664.0,126.928552222783,37.5772768532875
30,가이스앤돌스 ,가이스앤돌스,,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 27-38,서울특별시 서대문구 이화여대7길,서울특별시 서대문구 이화여대7길 40,120808,3766.0,126.943374401968,37.5586508357683
31,연세대고를샘스낵 ,연세대고를샘스낵,,음식,분식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
32,간이역 노가리호프,간이역,노가리호프,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 279-12,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 116,120812,3667.0,126.913699573047,37.5826824672552
33,종로김밥 신촌역점,종로김밥,신촌역점,음식,분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 20-26,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 127,120833,3780.0,126.939976134226,37.556448867196
34,봄날 ,봄날,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 2-9,서울특별시 서대문구 명지대길,서울특별시 서대문구 명지대길 97,120800,3672.0,126.923073637743,37.5842911142647
35,명동분식 ,명동분식,,음식,분식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 48-313,서울특별시 서대문구 세검정로1길,서울특별시 서대문구 세검정로1길 42,120100,3616.0,126.943817929335,37.5929663133023
36,보드람치킨 홍은점,보드람치킨,홍은점,음식,닭/오리요리,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 453-2,서울특별시 서대문구 세검정로1길,서울특별시 서대문구 세검정로1길 35,120761,3615.0,126.943899084582,37.5936338053595
37,거북이집한정식 ,거북이집한정식,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 188-11,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 12-1,120825,3708.0,126.929389275955,37.5662557547781
38,하루돈제주흙돼지 ,하루돈제주흙돼지,,음식,한식,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 168,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 109,120020,3738.0,126.96731929184,37.5647374957535
39,홍제동닭내장 ,홍제동닭내장,,음식,닭/오리요리,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 298-9,서울특별시 서대문구 인왕시장길,서울특별시 서대문구 인왕시장길 16,120090,3628.0,126.942837278833,37.5910473393645
40,초당쌈밥 ,초당쌈밥,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 2-77,서울특별시 서대문구 연세로12길,서울특별시 서대문구 연세로12길 37-4,120833,3776.0,126.939087153809,37.5592791578157
41,소푸리콩나물국밥 ,소푸리콩나물국밥,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 431-3,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 331,120831,3707.0,126.927046186909,37.5662525033057
42,맘모스고기부페 홍제점,맘모스고기부페,홍제점,음식,부페,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 274-9,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 62,120090,3622.0,126.947823174449,37.5932003149104
43,애숙이김밥 ,애숙이김밥,,음식,분식,서울특별시,서대문구,천연동,영천동,서울특별시 서대문구 영천동 69-146,서울특별시 서대문구 독립문로1길,서울특별시 서대문구 독립문로1길 7,120070,3734.0,126.959967131716,37.5708630995234
44,삼삼치킨 북가좌점,삼삼치킨,북가좌점,음식,닭/오리요리,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 294-16,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 90,120812,3682.0,126.912289664334,37.5807592906957
45,감성매인 ,감성매인,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 191-4,서울특별시 서대문구 연희로11가길,서울특별시 서대문구 연희로11가길 56,120825,3707.0,126.927181098664,37.5663168020302
46,핑크버터 홍은점,핑크버터,홍은점,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 43-2,서울특별시 서대문구 세검정로1길,서울특별시 서대문구 세검정로1길 81,120101,3616.0,126.945569689804,37.5940091562478
47,원 ,원,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 329-7,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 245,120130,3678.0,126.912452619453,37.5827881192613
48,로라 ,로라,,음식,양식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 341-24,서울특별시 서대문구 증가로32길,서울특별시 서대문구 증가로32길 23-8,120815,3676.0,126.912070873752,37.5849020310622
49,만나식당 ,만나식당,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 275,서울특별시 서대문구 충정로4길,서울특별시 서대문구 충정로4길 14,120840,3742.0,126.963944983588,37.5607343407679
50,철길옆이야기 ,철길옆이야기,,음식,한식,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 215,서울특별시 서대문구 충정로6길,서울특별시 서대문구 충정로6길 59,120020,3739.0,126.968518717758,37.5631261073731
51,무바 ,무바,,음식,유흥주점,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 266-60,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 46,120090,3624.0,126.946287788917,37.5920693336109
52,단비 ,단비,,음식,유흥주점,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 295-5,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 42,120120,3712.0,126.914239754489,37.5704333591557
53,고봉민김밥인 서대문가재울뉴타운점,고봉민김밥인,서대문가재울뉴타운점,음식,분식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 385,서울특별시 서대문구 가재울미래로,서울특별시 서대문구 가재울미래로 2,120121,3711.0,126.917827900867,37.5743677926814
54,연경 연희점,연경,연희점,음식,중식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 86-15,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 145,120824,3699.0,126.933606612536,37.570564844968
55,오카이 ,오카이,,음식,일식/수산물,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 300-2,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 76,120813,3683.0,126.911411244321,37.5796609412573
56,박용석스시 증산점,박용석스시,증산점,음식,일식/수산물,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 330-18,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 250,120815,3677.0,126.912229534083,37.5833356943802
57,고바우 ,고바우,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 31-25,서울특별시 서대문구 명물1길,서울특별시 서대문구 명물1길 16,120834,3776.0,126.937325354937,37.5582090967674
58,하이트비어뱅서대문점 서대문점,하이트비어뱅서대문점,서대문점,음식,유흥주점,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로2가 5-6,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 133-5,120012,3735.0,126.965704778392,37.5660749231299
59,정든곱창 북가좌점,정든곱창,북가좌점,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 300-14,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 78,120813,3683.0,126.911511025647,37.5798060269393
60,서브웨이 신촌점,서브웨이,신촌점,음식,패스트푸드,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 20-41,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 121,120833,3780.0,126.939277954266,37.5561993158556
61,밥이답이다 세브란스점,밥이답이다,세브란스점,음식,한식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
62,가야가야 ,가야가야,,음식,분식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 56-21,서울특별시 서대문구 이화여대5길,서울특별시 서대문구 이화여대5길 7-3,120808,3766.0,126.945361722688,37.5581820431845
63,엄마밥상 ,엄마밥상,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 409-58,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 11,120100,3662.0,126.925943242468,37.5807852032057
64,동대문엽기떡볶이서대문점 서대문점,동대문엽기떡볶이서대문점,서대문점,음식,분식,서울특별시,서대문구,천연동,냉천동,서울특별시 서대문구 냉천동 261-2,서울특별시 서대문구 독립문로14길,서울특별시 서대문구 독립문로14길 3,120050,3746.0,126.963962623063,37.5668165210525
65,멸치국수잘하는집미정국수0410신촌점 신촌점,멸치국수잘하는집미정국수0410신촌점,신촌점,음식,분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 33-47,서울특별시 서대문구 연세로7안길,서울특별시 서대문구 연세로7안길 2,120834,3788.0,126.93646048923,37.5577417788392
66,구구 ,구구,,음식,유흥주점,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 309-3,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 79,120130,3679.0,126.911287549288,37.5803806279844
67,이맛분식 ,이맛분식,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 342-60,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 378,120830,3727.0,126.930511116301,37.5630041649682
68,치킨마루북가좌서부점 북가좌서부점,치킨마루북가좌서부점,북가좌서부점,음식,닭/오리요리,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 324-50,서울특별시 서대문구 응암로1길,서울특별시 서대문구 응암로1길 18,120130,3678.0,126.91031565152,37.5818133145315
69,룰루랄라종점 ,룰루랄라종점,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 324-50,서울특별시 서대문구 응암로1길,서울특별시 서대문구 응암로1길 18,120130,3678.0,126.91031565152,37.5818133145315
70,티앤지네트웍스 ,티앤지네트웍스,,음식,분식,서울특별시,서대문구,충현동,합동,서울특별시 서대문구 합동 31-7,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 43-22,120030,3741.0,126.965265621465,37.5609982143005
71,레몬 ,레몬,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 339-4,서울특별시 서대문구 연희로10길,서울특별시 서대문구 연희로10길 78,120830,3726.0,126.933249975292,37.5638218584834
72,김덕후의차돌조 신촌점,김덕후의차돌조,신촌점,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 57-55,서울특별시 서대문구 연세로5가길,서울특별시 서대문구 연세로5가길 20,120834,3789.0,126.935593968379,37.5573915748378
73,나나하치 ,나나하치,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 81-18,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 153,120824,3699.0,126.934084842091,37.571163848809
74,솔분식 ,솔분식,,음식,분식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 282-42,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 74-18,120090,3622.0,126.949135453564,37.594095020881
75,꽃마름가좌역점 가좌역점,꽃마름가좌역점,가좌역점,음식,별식/퓨전요리,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 487,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 56,120130,3709.0,126.912663063674,37.5706531163637
76,레이첼티 ,레이첼티,,음식,한식,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 1011,서울특별시 서대문구 북아현로1길,서울특별시 서대문구 북아현로1길 50,120190,3770.0,126.952799500857,37.5596809037352
77,원조국수전문점 ,원조국수전문점,,음식,분식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 298-9,서울특별시 서대문구 인왕시장길,서울특별시 서대문구 인왕시장길 16,120090,3628.0,126.942837278833,37.5910473393645
78,제이스틸 ,제이스틸,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 739,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 38-20,120733,3781.0,126.92855476802,37.5620853878364
79,하니앤손스 ,하니앤손스,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 188-89,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 12,120825,3708.0,126.929300408152,37.5661378139005
80,제시카키친 이대하늬솔점,제시카키친,이대하늬솔점,음식,양식,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 85,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 527,120160,3721.0,126.9440718597,37.5637659708989
81,돈불1971 신촌직영점,돈불1971,신촌직영점,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 62-37,서울특별시 서대문구 연세로5다길,서울특별시 서대문구 연세로5다길 36,120834,3787.0,126.933642341118,37.5569414648711
82,허프퍼프 ,허프퍼프,,음식,양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-155,서울특별시 서대문구 연세로11길,서울특별시 서대문구 연세로11길 20,120834,3788.0,126.935740653596,37.5590147683405
83,프린스치킨 ,프린스치킨,,음식,닭/오리요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 92-20,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 16,120824,3698.0,126.93134185414,37.5698235348166
84,도드람포크생고기자연석돌구이 ,도드람포크생고기자연석돌구이,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 721-7,서울특별시 서대문구 가좌로,서울특별시 서대문구 가좌로 29,120827,3696.0,126.932255566528,37.5771842645669
85,한솥연희교차로점 연희교차로점,한솥연희교차로점,연희교차로점,음식,패스트푸드,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 187-61,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 88,120830,3725.0,126.93037922645,37.5658953027135
86,코쿤캅 ,코쿤캅,,음식,유흥주점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 60-11,서울특별시 서대문구 신촌역로,서울특별시 서대문구 신촌역로 22-5,120808,3766.0,126.942467265119,37.5587688593019
87,통인동커피공방신촌로스팅라이브러리 ,통인동커피공방신촌로스팅라이브러리,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 30-33,서울특별시 서대문구 신촌로,서울특별시 서대문구 신촌로 83,120706,3789.0,126.935827820491,37.556069154454
88,백암순대 ,백암순대,,음식,별식/퓨전요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 122-18,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 13-6,120825,3703.0,126.931031243445,37.5693792142273
89,크라제버거 신촌세브란스점,크라제버거,신촌세브란스점,음식,한식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
90,봉설렁탕 ,봉설렁탕,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 18-8,서울특별시 서대문구 명물길,서울특별시 서대문구 명물길 2,120833,3777.0,126.937260468389,37.5571993482266
91,문정네집 ,문정네집,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-161,서울특별시 서대문구 포방터길,서울특별시 서대문구 포방터길 48-4,120100,3607.0,126.94924067747,37.5986912355622
92,남도집 ,남도집,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 29-61,서울특별시 서대문구 연세로2길,서울특별시 서대문구 연세로2길 19,120833,3779.0,126.937977319322,37.5561335611601
93,마포숯불갈비 ,마포숯불갈비,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 275,서울특별시 서대문구 충정로4길,서울특별시 서대문구 충정로4길 14,120840,3742.0,126.963944983588,37.5607343407679
94,김밥천국연희점 연희점,김밥천국연희점,연희점,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 134-18,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 119,120825,3708.0,126.931949460496,37.5684954979599
95,쭈꾸미앤소스삼겹살 ,쭈꾸미앤소스삼겹살,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 327-13,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 103,120130,3678.0,126.912689511443,37.5820694743321
96,김동욱 ,김동욱,,음식,한식,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 84-13,서울특별시 서대문구 연대동문길,서울특별시 서대문구 연대동문길 27-6,120160,3721.0,126.943717067399,37.5640421192181
97,광풍정육식당 ,광풍정육식당,,음식,한식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 289-43,서울특별시 서대문구 수색로4가길,서울특별시 서대문구 수색로4가길 14-4,120120,3712.0,126.914553275877,37.5706705117305
98,케세이호 ,케세이호,,음식,중식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 11-1,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 52,120750,3760.0,126.950301476769,37.5642810556138
99,또순네 ,또순네,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-358,서울특별시 서대문구 홍은중앙로,서울특별시 서대문구 홍은중앙로 75-3,120100,3604.0,126.946295918912,37.5979171224298
100,필 ,필,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 328-29,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 104,120120,3666.0,126.925815517027,37.5762788621475
101,백암토종순대 ,백암토종순대,,음식,별식/퓨전요리,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 281-34,서울특별시 서대문구 충정로2길,서울특별시 서대문구 충정로2길 26,120840,3741.0,126.964593935929,37.560460711095
102,본가생고기 ,본가생고기,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 294-22,서울특별시 서대문구 증가로25길,서울특별시 서대문구 증가로25길 19,120812,3682.0,126.913201489863,37.5811190929713
103,서서갈비 ,서서갈비,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 49-5,서울특별시 서대문구 연세로12길,서울특별시 서대문구 연세로12길 8,120834,3776.0,126.937419402073,37.5587595774031
104,연세대청경관 ,연세대청경관,,음식,분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 135,서울특별시 서대문구 신촌로7안길,서울특별시 서대문구 신촌로7안길 27,120836,3783.0,126.930855970312,37.5594662063715
105,고기집 ,고기집,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 340-32,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 122,120807,3666.0,126.924260378343,37.5773549537304
106,백양양꼬치앤짬뽕 ,백양양꼬치앤짬뽕,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 57-40,서울특별시 서대문구 연세로5가길,서울특별시 서대문구 연세로5가길 31,120834,3789.0,126.934883837064,37.5571869418131
107,우리황태 ,우리황태,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 169-23,서울특별시 서대문구 홍제천로,서울특별시 서대문구 홍제천로 208,120827,3660.0,126.935744320019,37.5794413304502
