,이름,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,구우편번호,신우편번호,경도,위도
1641,시래순대국 ,시래순대국,,음식,별식/퓨전요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 169-3,서울특별시 서대문구 홍제천로,서울특별시 서대문구 홍제천로 204,120827,3660.0,126.93553129139,37.5792952437662
1642,영양왕족발 ,영양왕족발,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 62-3,서울특별시 서대문구 가재울로,서울특별시 서대문구 가재울로 52,120120,3694.0,126.921525013925,37.5754828709253
1643,사보텐 신촌세브란스점,사보텐,신촌세브란스점,음식,일식/수산물,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
1644,육대장 서대문역점,육대장,서대문역점,음식,한식,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로2가 157,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 107-39,120707,3740.0,126.966104301464,37.5641952475034
1645,들향기가 ,들향기가,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 344-20,서울특별시 서대문구 증가로10길,서울특별시 서대문구 증가로10길 11,120120,3665.0,126.923039050504,37.5780466250709
1646,서대문불고기 ,서대문불고기,,음식,한식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 278-16,서울특별시 서대문구 간호대로,서울특별시 서대문구 간호대로 11-19,120863,3619.0,126.948216770667,37.5958078144516
1647,배스킨라빈스31홍은동점 홍은동점,배스킨라빈스31홍은동점,홍은동점,음식,패스트푸드,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 427-3,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 276,120848,3653.0,126.936550223287,37.5816831636979
1648,놀부보쌈&부대찌개북가좌점 북가좌점,놀부보쌈&부대찌개북가좌점,북가좌점,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 306-17,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 54,120813,3691.0,126.910090037912,37.5778737113867
1649,연희김밥 ,연희김밥,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 192-16,서울특별시 서대문구 연희로11가길,서울특별시 서대문구 연희로11가길 47,120825,3707.0,126.927722168648,37.5664748941727
1650,더연세김치찌개 ,더연세김치찌개,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-32,서울특별시 서대문구 연세로9길,서울특별시 서대문구 연세로9길 22,120834,3788.0,126.93563337934,37.5585993231422
1651,평지식당 ,평지식당,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 719-18,서울특별시 서대문구 홍연길,서울특별시 서대문구 홍연길 87,120827,3696.0,126.931218919721,37.5768414996585
1652,미네르바 ,미네르바,,음식,양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 13-26,서울특별시 서대문구 명물길,서울특별시 서대문구 명물길 18,120833,3777.0,126.937830841496,37.5576820320707
1653,반달가족 ,반달가족,,음식,한식,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 385-8,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 11,120816,3714.0,126.906798793391,37.575329390019
1654,큰맘할매순대국연희2호 연희2호,큰맘할매순대국연희2호,연희2호,음식,별식/퓨전요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 78-4,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 183,120827,3697.0,126.935096537396,37.5732543758794
1655,삼겹베네 ,삼겹베네,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 325-17,서울특별시 서대문구 증가로10길,서울특별시 서대문구 증가로10길 36-7,120120,3665.0,126.92443454013,37.5786270011504
1656,도미노피자홍제점 홍제점,도미노피자홍제점,홍제점,음식,패스트푸드,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 147-10,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 405,120090,3730.0,126.947067024573,37.5857870578239
1657,날아라분식 ,날아라분식,,음식,분식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 3-25,서울특별시 서대문구 경기대로,서울특별시 서대문구 경기대로 39,120837,3752.0,126.961888182121,37.5629508548064
1658,BBQ치킨 연희2점,BBQ치킨,연희2점,음식,닭/오리요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 740,서울특별시 서대문구 연희로32길,서울특별시 서대문구 연희로32길 48,120734,3719.0,126.937366974479,37.5759959680567
1659,참참치킨 문화촌점,참참치킨,문화촌점,음식,닭/오리요리,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 8-557,서울특별시 서대문구 포방터길,서울특별시 서대문구 포방터길 68,120100,3606.0,126.949464906334,37.5996573385974
1660,처갓집양념치킨 연희점,처갓집양념치킨,연희점,음식,닭/오리요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 95-29,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 34,120824,3698.0,126.930225525275,37.5711019072579
1661,envy ,envy,,음식,한식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 34-31,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 68,120808,3765.0,126.944632876057,37.5593018304501
1662,버거킹가재울뉴타운점 가재울뉴타운점,버거킹가재울뉴타운점,가재울뉴타운점,음식,패스트푸드,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 487,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 56,120130,3709.0,126.912663063674,37.5706531163637
1663,신촌서서꼬치 ,신촌서서꼬치,,음식,유흥주점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 104-25,서울특별시 서대문구 연세로2다길,서울특별시 서대문구 연세로2다길 72,120809,3778.0,126.941753962231,37.5571856477976
1664,호식이두마리치킨북가좌점 북가좌점,호식이두마리치킨북가좌점,북가좌점,음식,닭/오리요리,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 289-1,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 205-1,120812,3685.0,126.915510864768,37.5803564330963
1665,성화칼국수 ,성화칼국수,,음식,분식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 64-53,서울특별시 서대문구 가재울로10길,서울특별시 서대문구 가재울로10길 21,120120,3694.0,126.922168812771,37.5763717661846
1666,엉터리생고기 ,엉터리생고기,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 9-419,서울특별시 서대문구 포방터길,서울특별시 서대문구 포방터길 71,120100,3605.0,126.9493595772,37.5998996802544
1667,하우스라운지바이아더르컴퍼니 ,하우스라운지바이아더르컴퍼니,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-79,서울특별시 서대문구 연세로7길,서울특별시 서대문구 연세로7길 32,120834,3788.0,126.9350455092,37.5577560551643
1668,빙달 연희점,빙달,연희점,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 187-58,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 92,120830,3725.0,126.930601593282,37.5661766390023
1669,해밀철판동태찜 ,해밀철판동태찜,,음식,한식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 334-97,서울특별시 서대문구 홍제내길,서울특별시 서대문구 홍제내길 122,120090,3640.0,126.936487374645,37.5876925052666
1670,서브웨이 충정로점,서브웨이,충정로점,음식,분식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 465,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 27,120013,3741.0,126.964845533717,37.5602736986601
1671,알파인델리숍 ,알파인델리숍,,음식,양식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 201-1,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 353,120710,3650.0,126.935000611491,37.5895262212225
1672,내고향만두찐빵 ,내고향만두찐빵,,음식,분식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 279-27,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 232,120130,3667.0,126.913831297301,37.5821881106107
1673,명가김밥 ,명가김밥,,음식,분식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 250-5,서울특별시 서대문구 충정로,서울특별시 서대문구 충정로 30,120840,3741.0,126.964092324024,37.5615375603534
1674,에이트리움 ,에이트리움,,음식,양식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 201-1,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 353,120710,3650.0,126.935000611491,37.5895262212225
1675,마포구이마당 ,마포구이마당,,음식,한식,서울특별시,서대문구,북가좌1동,북가좌동,서울특별시 서대문구 북가좌동 348-1,서울특별시 서대문구 거북골로23길,서울특별시 서대문구 거북골로23길 2,120816,3713.0,126.906884965439,37.5795019776013
1676,빌바오피자 ,빌바오피자,,음식,패스트푸드,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 91-15,서울특별시 서대문구 연대동문길,서울특별시 서대문구 연대동문길 49,120160,3721.0,126.944614988242,37.5645817628715
1677,원당감자탕 명지대점,원당감자탕,명지대점,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 409-47,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 19-1,120100,3662.0,126.925147667323,37.5802103091218
1678,프라이드데이 ,프라이드데이,,음식,한식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 104-25,서울특별시 서대문구 연세로2다길,서울특별시 서대문구 연세로2다길 72,120809,3778.0,126.941735000499,37.557726101894
1679,아가랑 ,아가랑,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 131-1,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 23,120825,3707.0,126.929648274982,37.5671411203509
1680,칠칠켄터키 신촌점,칠칠켄터키,신촌점,음식,닭/오리요리,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-169,서울특별시 서대문구 연세로9길,서울특별시 서대문구 연세로9길 14,120834,3788.0,126.935995391834,37.5586115966145
1681,인벤토커피 ,인벤토커피,,음식,한식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 217-2,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 399,120100,3647.0,126.940175883649,37.5910775336701
1682,서울참치서부본점 서부본점,서울참치서부본점,서부본점,음식,일식/수산물,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 278-1,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 126,120130,3667.0,126.914230393475,37.5835523440771
1683,한방장수삼계탕 ,한방장수삼계탕,,음식,닭/오리요리,서울특별시,서대문구,충현동,미근동,서울특별시 서대문구 미근동 167,서울특별시 서대문구 통일로,서울특별시 서대문구 통일로 111,120020,3738.0,126.967216559736,37.5647996699437
1684,멕시칸치킨 홍은벽산점,멕시칸치킨,홍은벽산점,음식,닭/오리요리,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 455,서울특별시 서대문구 세검정로1길,서울특별시 서대문구 세검정로1길 95,120771,3612.0,126.945528985098,37.5944863410903
1685,인생곱창 ,인생곱창,,음식,한식,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은동 48-198,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 13,120101,3616.0,126.942822113165,37.5921194353028
1686,서브웨이신촌점 신촌점,서브웨이신촌점,신촌점,음식,패스트푸드,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 20-5,서울특별시 서대문구 연세로2길,서울특별시 서대문구 연세로2길 69,120833,3778.0,126.940363922065,37.55703802429
1687,연희녹두삼계탕 ,연희녹두삼계탕,,음식,닭/오리요리,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 133-20,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 43-1,120825,3703.0,126.931176850004,37.5686957440664
1688,란주탕슈 ,란주탕슈,,음식,한식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 53-20,서울특별시 서대문구 이화여대2가길,서울특별시 서대문구 이화여대2가길 18,120808,3767.0,126.946267579618,37.5581540899305
1689,송학 ,송학,,음식,양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 52-31,서울특별시 서대문구 연세로9길,서울특별시 서대문구 연세로9길 20,120834,3788.0,126.93574642013,37.5586093525735
1690,내림손삼계탕 ,내림손삼계탕,,음식,닭/오리요리,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 465,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 27,120013,3741.0,126.964845533717,37.5602736986601
1691,컨벤시아레스토랑 ,컨벤시아레스토랑,,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 145,서울특별시 서대문구 이화여대1길,서울특별시 서대문구 이화여대1길 10,120753,3766.0,126.944905353555,37.5576373414901
1692,헐리우드연세대점 연세대점,헐리우드연세대점,연세대점,음식,양식,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 111-16,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 547,120140,3721.0,126.945657134462,37.5653299268953
1693,상맛바지락 ,상맛바지락,,음식,한식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 75-15,서울특별시 서대문구 가재울로,서울특별시 서대문구 가재울로 35,120120,3710.0,126.921649770663,37.5746820886636
1694,미스사이공 연대점,미스사이공,연대점,음식,별식/퓨전요리,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
1695,유진식당 ,유진식당,,음식,한식,서울특별시,서대문구,천연동,냉천동,서울특별시 서대문구 냉천동 160-2,서울특별시 서대문구 통일로9길,서울특별시 서대문구 통일로9길 5,120050,3735.0,126.964682251955,37.567165229601
1696,최완식참치 ,최완식참치,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 57-9,서울특별시 서대문구 연세로5나길,서울특별시 서대문구 연세로5나길 6,120834,3789.0,126.935893327669,37.5570338574508
1697,피노키오치킨호프 ,피노키오치킨호프,,음식,유흥주점,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 74-48,서울특별시 서대문구 가재울로,서울특별시 서대문구 가재울로 38,120120,3694.0,126.921929635352,37.5749008935574
1698,돈불 ,돈불,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 62-37,서울특별시 서대문구 연세로5다길,서울특별시 서대문구 연세로5다길 36,120834,3787.0,126.933642341118,37.5569414648711
1699,도미노피자 홍제점,도미노피자,홍제점,음식,패스트푸드,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 274-22,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 72,120857,3622.0,126.948243019656,37.5939429058752
1700,모꼬치킨 ,모꼬치킨,,음식,닭/오리요리,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 249-1,서울특별시 서대문구 세무서길,서울특별시 서대문구 세무서길 31,120090,3629.0,126.945497766495,37.589476306193
1701,작은스페인 ,작은스페인,,음식,양식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 81-27,서울특별시 서대문구 연희로25길,서울특별시 서대문구 연희로25길 37,120824,3699.0,126.93400871099,37.5717398253226
1702,논지당 ,논지당,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 2-46,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 42-22,120833,3776.0,126.938284029869,37.5592449069898
1703,부페레스토랑 ,부페레스토랑,,음식,부페,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 201-1,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 353,120710,3650.0,126.935000611491,37.5895262212225
1704,오향만두 ,오향만두,,음식,분식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 188-69,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 22,120825,3708.0,126.930126730517,37.5669292083064
1705,전주파전 ,전주파전,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 62-23,서울특별시 서대문구 연세로5다길,서울특별시 서대문구 연세로5다길 26,120834,3787.0,126.934109146529,37.5567474514109
1706,제일식당 ,제일식당,,음식,한식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 295-5,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 42,120120,3712.0,126.914239754489,37.5704333591557
1707,위드미치코 ,위드미치코,,음식,한식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 465,서울특별시 서대문구 서소문로,서울특별시 서대문구 서소문로 27,120013,3741.0,126.964845533717,37.5602736986601
1708,풍산 ,풍산,,음식,분식,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 470,서울특별시 서대문구 충정로,서울특별시 서대문구 충정로 23,120714,3737.0,126.962932122793,37.5611309165186
1709,구포갈비 ,구포갈비,,음식,한식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 124-1,서울특별시 서대문구 가재울미래로,서울특별시 서대문구 가재울미래로 2,120802,3711.0,126.917827900867,37.5743677926814
1710,샘터 ,샘터,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 53-20,서울특별시 서대문구 연세로7안길,서울특별시 서대문구 연세로7안길 37,120834,3787.0,126.934610469421,37.5581035356344
1711,춘천닭갈비 ,춘천닭갈비,,음식,닭/오리요리,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 266-60,서울특별시 서대문구 세검정로,서울특별시 서대문구 세검정로 46,120090,3624.0,126.946287788917,37.5920693336109
1712,대포찜닭 ,대포찜닭,,음식,닭/오리요리,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 33-27,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 27-1,120834,3788.0,126.936658941781,37.5581129926197
1713,백항선외식연구소 ,백항선외식연구소,,음식,한식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 40-17,서울특별시 서대문구 이화여대1길,서울특별시 서대문구 이화여대1길 9,120808,3766.0,126.945284775932,37.5572172426606
1714,굽네치킨남가좌1호점 남가좌1호점,굽네치킨남가좌1호점,남가좌1호점,음식,닭/오리요리,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 338-48,서울특별시 서대문구 가재울로4길,서울특별시 서대문구 가재울로4길 57-2,120120,3692.0,126.924423344661,37.5762571749494
1715,처갓집 ,처갓집,,음식,분식,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 330-78,서울특별시 서대문구 통일로39가길,서울특별시 서대문구 통일로39가길 10-3,120090,3636.0,126.943492710322,37.5887375471654
1716,티맑은 ,티맑은,,음식,분식,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 401-12,서울특별시 서대문구 명지대2길,서울특별시 서대문구 명지대2길 2,120100,3675.0,126.925051716561,37.5813717709864
1717,영심이네원조감자탕 ,영심이네원조감자탕,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 29-20,서울특별시 서대문구 연세로2길,서울특별시 서대문구 연세로2길 25,120833,3779.0,126.938314770036,37.5562807625136
1718,로바다야카덴 ,로바다야카덴,,음식,유흥주점,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 81-1,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 173,120824,3699.0,126.93507245854,37.5725603599428
1719,글로벌피자 ,글로벌피자,,음식,패스트푸드,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 1-239,서울특별시 서대문구 북아현로,서울특별시 서대문구 북아현로 78,120865,3748.0,126.954178719128,37.5638469253951
1720,이춘봉인생치킨 서울신촌점,이춘봉인생치킨,서울신촌점,음식,닭/오리요리,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 31-40,서울특별시 서대문구 연세로5가길,서울특별시 서대문구 연세로5가길 8-6,120834,3789.0,126.936418679748,37.5574981214941
1721,솔레미오 이대점,솔레미오,이대점,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 54-1,서울특별시 서대문구 이화여대8길,서울특별시 서대문구 이화여대8길 2,120808,3767.0,126.945943854029,37.5586377619443
1722,꼬레철판볶음밥 ,꼬레철판볶음밥,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 31-80,서울특별시 서대문구 명물길,서울특별시 서대문구 명물길 23,120834,3776.0,126.937834996479,37.5581866516997
1723,프렌즈 ,프렌즈,,음식,닭/오리요리,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 홍제동 308-102,서울특별시 서대문구 통일로39길,서울특별시 서대문구 통일로39길 24,120090,3637.0,126.942992926709,37.5880482854272
1724,춘천집닭갈비직영철판구이 ,춘천집닭갈비직영철판구이,,음식,닭/오리요리,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 31-51,서울특별시 서대문구 연세로5가길,서울특별시 서대문구 연세로5가길 8,120834,3789.0,126.936388059151,37.5572635753218
1725,치킨마루 아현점,치킨마루,아현점,음식,닭/오리요리,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 135-12,서울특별시 서대문구 신촌로37안길,서울특별시 서대문구 신촌로37안길 7,120819,3758.0,126.956469500354,37.557857254772
1726,중화요리 ,중화요리,,음식,중식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 345-4,서울특별시 서대문구 가재울로6길,서울특별시 서대문구 가재울로6길 53-87,120807,3692.0,126.923088061717,37.577001870807
1727,서른즈음에 ,서른즈음에,,음식,분식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 53-19,서울특별시 서대문구 연세로7안길,서울특별시 서대문구 연세로7안길 35,120834,3787.0,126.934712833816,37.5580684177345
1728,연희동만석집 ,연희동만석집,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 188-66,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 93-7,120825,3708.0,126.929972400738,37.5666394774756
1729,닭꼬치야 ,닭꼬치야,,음식,유흥주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 62-53,서울특별시 서대문구 신촌로11길,서울특별시 서대문구 신촌로11길 12,120834,3787.0,126.932993438974,37.5572059140642
1730,오마이치킨북가좌 북가좌,오마이치킨북가좌,북가좌,음식,닭/오리요리,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 329-37,서울특별시 서대문구 증가로,서울특별시 서대문구 증가로 253,120130,3678.0,126.911766309649,37.5832683521956
1731,거북이집 ,거북이집,,음식,한식,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 188-11,서울특별시 서대문구 연희맛로,서울특별시 서대문구 연희맛로 12-1,120825,3708.0,126.929389275955,37.5662557547781
1732,스윙 ,스윙,,음식,일식/수산물,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 62-59,서울특별시 서대문구 연세로5다길,서울특별시 서대문구 연세로5다길 14,120834,3789.0,126.934744928724,37.5566090231966
1733,강릉아구찜 ,강릉아구찜,,음식,일식/수산물,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 104-25,서울특별시 서대문구 연세로2다길,서울특별시 서대문구 연세로2다길 72,120809,3778.0,126.941735000499,37.557726101894
1734,예스터데이 ,예스터데이,,음식,한식,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 대신동 85-9,서울특별시 서대문구 성산로,서울특별시 서대문구 성산로 531,120160,3721.0,126.944488199648,37.5639408914613
1735,마포참숯불갈비 ,마포참숯불갈비,,음식,한식,서울특별시,서대문구,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 335-9,서울특별시 서대문구 응암로,서울특별시 서대문구 응암로 145,120130,3676.0,126.914963112138,37.58533411892
1736,아인스디자인엘리스하우 ,아인스디자인엘리스하우,,음식,양식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 54-4,서울특별시 서대문구 이화여대길,서울특별시 서대문구 이화여대길 34,120808,3767.0,126.945924012362,37.5584393559433
1737,로즈 ,로즈,,음식,분식,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 295-5,서울특별시 서대문구 수색로,서울특별시 서대문구 수색로 42,120120,3712.0,126.914239754489,37.5704333591557
1738,통통꼬마김밥 ,통통꼬마김밥,,음식,분식,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 351-14,서울특별시 서대문구 거북골로,서울특별시 서대문구 거북골로 73,120120,3694.0,126.920653041929,37.5770697343908
1739,부를샘 ,부를샘,,음식,한식,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
1740,모퉁이 ,모퉁이,,음식,한식,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 279-16,서울특별시 서대문구 간호대로,서울특별시 서대문구 간호대로 15,120090,3619.0,126.948330287356,37.5965927263241
1741,우리들의공간 ,우리들의공간,,음식,한식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 104-3,서울특별시 서대문구 신촌역로,서울특별시 서대문구 신촌역로 9-1,120809,3780.0,126.9426189829,37.5576439181332
1742,건강나누리닭한마리전문점 ,건강나누리닭한마리전문점,,음식,닭/오리요리,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 홍제동 299-49,서울특별시 서대문구 통일로40안길,서울특별시 서대문구 통일로40안길 3-1,120090,3628.0,126.943468894955,37.5904222702845
1743,서브웨이 연세대점,서브웨이,연세대점,음식,패스트푸드,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,서울특별시 서대문구 연세로,서울특별시 서대문구 연세로 50,120749,3722.0,126.942916817516,37.5638006863037
1744,미쯔모모 그랜드힐튼호텔,미쯔모모,그랜드힐튼호텔,음식,일식/수산물,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 홍은동 201-1,서울특별시 서대문구 연희로,서울특별시 서대문구 연희로 353,120710,3650.0,126.935000611491,37.5895262212225
1745,한옥갈비 ,한옥갈비,,음식,한식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 31-19,서울특별시 서대문구 명물1길,서울특별시 서대문구 명물1길 18,120834,3776.0,126.937301057841,37.5583260132228
1746,우리들의이야기 이대,우리들의이야기,이대,음식,유흥주점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 101-7,서울특별시 서대문구 신촌역로,서울특별시 서대문구 신촌역로 10,120809,3766.0,126.94317388664,37.5576218553347
